customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C03722,Female,1,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,97.53,5307.0,No
C03723,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.08,5883.88,Yes
C03724,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),76.76,501.59,No
C03725,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.35,787.37,Yes
C03726,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.25,4791.53,Yes
C03727,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),77.73,87.74,No
C03728,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),65.25,165.63,No
C03729,Female,0,No,No,5,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,87.83,545.77,No
C03730,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.37,1672.1,Yes
C03731,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),38.23,188.98,Yes
C03732,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.39,2885.5,No
C03733,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,18.58,347.4,No
C03734,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),48.1,984.11,No
C03735,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,92.89,894.97,Yes
C03736,Male,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),97.42,1896.75,No
C03737,Male,0,No,Yes,32,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),38.25,1275.77,Yes
C03738,Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113.9,4768.01,No
C03739,Male,1,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.24,2881.73,Yes
C03740,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,109.7,2899.21,No
C03741,Male,1,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,88.68,6246.22,No
C03742,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.24,4634.12,No
C03743,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.5,1131.99,No
C03744,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,40.0,92.26,Yes
C03745,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.88,8.84,No
C03746,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.61,660.19,No
C03747,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.44,1679.12,Yes
C03748,Male,1,No,Yes,15,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),96.67,1541.24,No
C03749,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,51.89,822.83,Yes
C03750,Female,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),99.93,6442.26,No
C03751,Male,0,No,Yes,67,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,31.07,2085.02,No
C03752,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,35.34,2539.48,No
C03753,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.09,655.11,Yes
C03754,Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,58.85,2143.94,No
C03755,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,52.87,566.85,No
C03756,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,94.36,567.97,No
C03757,Female,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,27.7,219.74,No
C03758,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,53.12,673.71,No
C03759,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),101.72,1829.01,No
C03760,Male,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),24.68,1320.51,No
C03761,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.23,442.53,No
C03762,Female,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),116.63,4631.13,No
C03763,Female,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.86,610.03,No
C03764,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,47.13,550.69,Yes
C03765,Male,0,Yes,No,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,55.24,1187.26,No
C03766,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.64,1146.18,No
C03767,Male,0,No,No,27,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,77.59,2190.14,No
C03768,Male,0,No,Yes,17,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,82.44,1477.86,No
C03769,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.75,485.64,No
C03770,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.8,148.8,No
C03771,Female,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,101.32,2442.12,No
C03772,Female,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.56,6234.71,Yes
C03773,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),75.73,970.37,No
C03774,Male,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,106.97,4289.01,Yes
C03775,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),88.03,2982.91,No
C03776,Female,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.17,2760.94,No
C03777,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,60.97,3145.12,No
C03778,Male,1,Yes,No,25,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.4,1705.5,Yes
C03779,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),23.52,789.91,Yes
C03780,Female,0,No,No,68,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,113.46,7729.36,No
C03781,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,30.86,467.94,No
C03782,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,87.75,1017.64,No
C03783,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,68.62,70.57,No
C03784,Female,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),20.56,1085.83,No
C03785,Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,110.47,5312.46,No
C03786,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,103.18,507.13,No
C03787,Female,0,No,No,25,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.43,1894.97,Yes
C03788,Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),40.89,758.87,Yes
C03789,Male,1,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.16,134.61,Yes
C03790,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,54.34,3975.36,No
C03791,Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.54,325.46,Yes
C03792,Female,1,Yes,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.67,173.35,No
C03793,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,114.64,3207.89,No
C03794,Female,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),75.5,3083.3,No
C03795,Male,1,No,Yes,0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,106.99,62.32,Yes
C03796,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.09,2793.07,Yes
C03797,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.52,1504.53,No
C03798,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.46,445.88,Yes
C03799,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),65.14,350.36,Yes
C03800,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,104.86,2733.39,No
C03801,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,47.16,501.59,No
C03802,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,30.88,2255.87,No
C03803,Male,0,No,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),103.53,5441.71,Yes
C03804,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.74,5643.29,No
C03805,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,106.91,1037.93,No
C03806,Male,0,No,Yes,72,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,111.78,8203.37,No
C03807,Female,0,No,Yes,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.36,417.74,Yes
C03808,Male,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,68.1,902.42,No
C03809,Female,1,Yes,Yes,1,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,55.5,71.97,No
C03810,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.59,190.15,No
C03811,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),97.36,3428.03,No
C03812,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.06,909.42,No
C03813,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.68,591.9,No
C03814,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),88.87,2556.81,No
C03815,Male,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,31.44,255.1,No
C03816,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,99.41,2560.96,No
C03817,Female,1,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,78.61,1163.93,No
C03818,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),112.95,5878.14,No
C03819,Female,1,No,No,51,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,51.95,2698.77,No
C03820,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,28.81,601.04,Yes
C03821,Male,1,No,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.65,878.01,No
C03822,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,26.58,368.3,No
C03823,Female,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,114.95,5765.56,No
C03824,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),21.87,260.82,Yes
C03825,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.35,684.93,No
C03826,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.51,143.64,Yes
C03827,Male,0,No,Yes,18,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.86,1054.39,No
C03828,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),24.58,512.29,No
C03829,Female,1,No,Yes,55,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,80.22,4429.17,No
C03830,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.52,567.92,No
C03831,Male,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,46.09,679.39,No
C03832,Male,0,Yes,No,49,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),109.02,5518.32,No
C03833,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),48.41,2543.39,No
C03834,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.97,992.67,Yes
C03835,Female,1,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.38,1310.8,Yes
C03836,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,28.02,332.93,No
C03837,Female,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),111.22,8132.57,Yes
C03838,Female,0,No,Yes,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.45,239.41,No
C03839,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.08,1896.94,No
C03840,Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),56.73,2017.55,Yes
C03841,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.02,1742.43,Yes
C03842,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,69.37,6.79,No
C03843,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.45,1730.73,No
C03844,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),23.55,393.46,No
C03845,Male,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,46.45,302.38,No
C03846,Male,1,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.92,3300.79,No
C03847,Female,0,No,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),25.99,1901.02,No
C03848,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),103.55,2512.1,No
C03849,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,27.19,1051.75,No
C03850,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.45,362.57,No
C03851,Female,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,54.08,936.28,No
C03852,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.22,311.52,No
C03853,Male,0,No,Yes,28,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,33.29,996.33,No
C03854,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.62,1815.92,No
C03855,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.59,1317.91,No
C03856,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.79,84.48,No
C03857,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.24,700.98,No
C03858,Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),69.44,1677.04,No
C03859,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,76.88,1213.82,No
C03860,Female,1,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,96.99,5199.96,No
C03861,Female,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.62,4249.07,No
C03862,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,78.88,2299.18,No
C03863,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,59.18,879.19,No
C03864,Female,1,No,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.38,557.51,Yes
C03865,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),59.45,268.83,No
C03866,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,102.22,1437.51,No
C03867,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),41.0,620.55,No
C03868,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.57,626.49,Yes
C03869,Male,1,No,No,32,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.13,2807.29,No
C03870,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.25,134.28,Yes
C03871,Female,1,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,107.01,1674.33,No
C03872,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,103.9,818.35,No
C03873,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.67,132.28,No
C03874,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,28.64,1544.34,No
C03875,Male,1,No,Yes,1,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.52,100.7,Yes
C03876,Male,0,No,Yes,16,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.92,1264.16,Yes
C03877,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.49,266.92,No
C03878,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,89.68,5714.22,No
C03879,Male,0,Yes,Yes,24,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.49,1943.31,No
C03880,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,50.48,433.8,No
C03881,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,20.54,445.41,No
C03882,Female,1,Yes,Yes,39,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,93.02,3702.42,No
C03883,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.48,2876.5,Yes
C03884,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,101.45,740.22,No
C03885,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),60.03,3907.66,No
C03886,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,75.71,5548.21,No
C03887,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,105.29,7594.45,No
C03888,Female,1,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.36,3283.97,No
C03889,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,55.15,1658.81,No
C03890,Female,1,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.89,598.8,No
C03891,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,95.51,4018.97,No
C03892,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),61.31,1371.26,No
C03893,Male,0,No,Yes,33,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.2,1260.24,No
C03894,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.44,1908.45,Yes
C03895,Female,0,Yes,No,39,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,37.81,1509.52,No
C03896,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.58,1076.28,No
C03897,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.03,109.12,No
C03898,Female,0,No,Yes,53,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.23,4282.16,No
C03899,Female,1,Yes,No,23,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,84.17,2060.24,No
C03900,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.1,2747.57,No
C03901,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.0,845.37,No
C03902,Male,0,No,No,14,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,51.95,815.76,No
C03903,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),86.02,6315.35,No
C03904,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.81,192.05,Yes
C03905,Male,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.91,6165.75,No
